panel,strategy,seed,variant,observations,annualized_arithmetic_return,cash_excess_sharpe,cagr,total_return,max_drawdown,annualized_volatility,annualized_one_way_turnover,annualized_gross_traded_notional,arithmetic_cost_drag,mean_risky_exposure
country_equity_etfs,learned_gbrt,11,same_close,2011,0.0709426504218,0.265842601538,0.057380177401,0.560876487821,-0.306407112646,0.173832710537,7.02540041615,12.7076458341,0.131514563744,0.903578254236
country_equity_etfs,learned_gbrt,11,zero_cash,2011,0.07227801915,0.27389834198,0.0588349113599,0.578095907406,-0.31055774639,0.173608852197,7.15254052357,12.8377218608,0.13348614055,0.902694870972
country_equity_etfs,learned_gbrt,11,zero_cost,2011,0.0926576071948,0.391026684647,0.0806102294708,0.856455562859,-0.279353890451,0.173715970765,7.15246299182,12.8497442643,-9.99200722163e-16,0.902656033427
country_equity_etfs,learned_gbrt,11,costed_comparator,2011,0.0603661331833,0.206521917277,0.0464087130855,0.436216388097,-0.421225068888,0.172513376082,1.54382151847,1.6323452296,0.0169633695749,0.902782293481
country_equity_etfs,learned_gbrt,11,vectorized,2011,0.0761166558162,0.295853284699,0.062889123848,0.626964774029,-0.307479321422,0.173703055502,7.10094480358,12.7399303829,0.132470932717,0.902370296701
country_equity_etfs,learned_gbrt,29,baseline,2011,0.0725175424453,0.280565705214,0.0596835577945,0.588217725803,-0.336267566609,0.170338144019,7.77134083953,13.4918014832,0.140344706819,0.881688304319
country_equity_etfs,learned_gbrt,29,same_close,2011,0.0641314007832,0.231479560053,0.0508508559765,0.485597829339,-0.316590362709,0.170239046007,7.64237307559,13.3580612126,0.138227827223,0.882704689291
country_equity_etfs,learned_gbrt,29,zero_cash,2011,0.0686062746759,0.257590073248,0.0555466412862,0.53940751878,-0.341389165749,0.170345982053,7.7710522822,13.4920765808,0.140346493413,0.881727345585
country_equity_etfs,learned_gbrt,29,zero_cost,2011,0.0901042486204,0.383414213063,0.0784510550228,0.827059600748,-0.310379362457,0.170503972634,7.77183932116,13.504816957,-7.77156117238e-16,0.881688304319
country_equity_etfs,learned_gbrt,29,costed_comparator,2011,0.0505075128332,0.149965961464,0.0362580915965,0.328729491924,-0.429431580466,0.171883735584,2.12175441204,2.20580271546,0.0229002629618,0.881838276149
country_equity_etfs,learned_gbrt,29,vectorized,2011,0.0731453693231,0.284032384212,0.0603254828213,0.595911651688,-0.337092295066,0.1704701973,7.72749875684,13.4082545997,0.139475141041,0.881485164926
country_equity_etfs,learned_gbrt,47,baseline,2011,0.0849131118446,0.347972758986,0.0724146310533,0.747026161929,-0.353164420799,0.172953097294,7.24646428537,12.8623592067,0.133774571928,0.899361759951
country_equity_etfs,learned_gbrt,47,same_close,2011,0.0697385769787,0.260378603982,0.0562811013228,0.5479761354,-0.348365113706,0.172857423613,7.11493179521,12.7238539078,0.131639896328,0.900437094583
country_equity_etfs,learned_gbrt,47,zero_cash,2011,0.0814850236971,0.328147502349,0.0687456924606,0.69989506993,-0.357233801891,0.172953433084,7.24635086604,12.8626971217,0.133777311764,0.8993987412
country_equity_etfs,learned_gbrt,47,zero_cost,2011,0.101676509222,0.444509645012,0.0905128554676,0.996639571721,-0.329068090474,0.173094199093,7.2462524778,12.8744226239,-6.66133814775e-16,0.899361759951
country_equity_etfs,learned_gbrt,47,costed_comparator,2011,0.0582788076781,0.194325898712,0.0442105557167,0.41231591602,-0.415460401974,0.172604620576,1.70565699756,1.79191625034,0.0186306167869,0.899337967014
country_equity_etfs,learned_gbrt,47,vectorized,2011,0.0848014955343,0.347203527989,0.0722836015257,0.74532348522,-0.354249894591,0.173015843798,7.18448533068,12.7399303829,0.13249671964,0.898889441406
